Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
WASHINGTON STATE UNIVERSITY,"Washington State University is a public research university committed to its land-grant heritage and tradition of service to society. Our mission is threefold:
  To advance knowledge through creative research, innovation, and creativity across a wide range of academic disciplines.
  To extend knowledge through innovative educational programs in which students and emerging scholars are mentored to realize their highest potential and assume roles of leadership, responsibility, and service to society.
  To apply knowledge through local and global engagement that will improve quality of life and enhance the economy of the state, nation, and world.",651,93,12,0,86,37,7.0,94,96.38,83.09,20.04,93.02,23.50,45.74,82.98,40.43,5.32,2.13,0.00,1.06,0.00,0.00,1.06,3.19,4.26,18.09,4.26,0.00,8.51,0.00,5.32,5.32,1.06,1.06,0.00,0.00,4.26,4.26,0.00,0.00,0.00,0.00,8.51,0.00,0.00,0.00,0.00,9.57,5.32,2.13,0.00,2.13,1.06,0.00,0.00,0.00,0.00,0.00,1.06,0.00,1.06,0.00,0.00,11.70,2.13,6.38,4.26,1.06,0.00,0.00,4.26,2.13,10.64,1.06,9.57,0.00,15.96,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,4.26,6.38,1.06,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00
WASHINGTON UNIVERSITY IN ST. LOUIS,"To discover and disseminate knowledge, and protect the freedom of inquiry through research, teaching and learning.",114,16,3,0,15,7,7.125,16,97.36,73.40,74.76,99.00,16.00,62.50,93.75,43.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,18.75,0.00,0.00,18.75,0.00,6.25,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,6.25,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wearable IoT World,"Wearable IoT World Labs is the world‚Äôs first accelerator focused on the Internet of Things and the connected world. Our accelerator program provides promising entrepreneurs the tools, network, education, and investment opportunities needed to take their products to market.",275,39,5,0,31,13,7.051282051282051,40,96.79,84.14,3.37,96.76,20.00,37.50,72.50,35.00,7.50,5.00,0.00,2.50,0.00,0.00,2.50,2.50,10.00,10.00,2.50,0.00,5.00,0.00,7.50,0.00,0.00,0.00,2.50,0.00,5.00,5.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,5.00,0.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,2.50,5.00,2.50,5.00,0.00,2.50,7.50,2.50,12.50,0.00,10.00,2.50,15.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,5.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wells Fargo,We want to satisfy our customers‚Äô financial needs and help them succeed financially.,86,13,1,0,11,5,6.615384615384615,14,48.63,99.00,1.00,99.00,14.00,35.71,92.86,35.71,21.43,21.43,0.00,14.29,0.00,0.00,7.14,0.00,0.00,7.14,0.00,0.00,7.14,0.00,14.29,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,21.43,7.14,7.14,7.14,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
West Agile Labs,West Agile Labs aims to assist companies by leveraging our specific knowledge of digital design and development trends to ensure their users interact with the strongest possible product.,186,28,1,0,25,9,6.642857142857143,28,98.76,92.33,1.06,87.20,28.00,35.71,67.86,32.14,7.14,7.14,0.00,3.57,0.00,0.00,3.57,0.00,3.57,17.86,0.00,0.00,3.57,0.00,0.00,10.71,3.57,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,10.71,0.00,0.00,0.00,0.00,14.29,3.57,3.57,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.71,7.14,0.00,3.57,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WESTERN UNIVERSITY,"Western creates, disseminates and applies knowledge for the benefit of society through excellence in teaching, research and scholarship. Our graduates will be global citizens whose education and leadership will serve the public good.",233,33,4,0,31,13,7.0606060606060606,33,85.63,98.25,6.95,99.00,16.50,48.48,90.91,42.42,6.06,3.03,0.00,3.03,0.00,0.00,0.00,3.03,6.06,12.12,9.09,0.00,9.09,0.00,12.12,0.00,0.00,3.03,0.00,0.00,12.12,12.12,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,6.06,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,3.03,6.06,9.09,6.06,0.00,0.00,3.03,6.06,9.09,0.00,9.09,0.00,21.21,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.12,6.06,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WESTFÄLISCHE WILHELMS-UNIVERSITÄT MÜNSTER,"Top-level research

WWU Münster has developed a strong research profile in natural sciences, the humanities, medicine, law and business administration. It targets top-level research in high-performance areas for and combines this with promoting first-class young researchers. At the same time, by ensuring that broad research can be carried out it creates a secure basis on which excellence can thrive.

Research at the University of Münster

High-quality teaching

WWU Münster’s aims in the field of research are closely linked with its own commitment to provide high-quality courses of study covering a wide range of subjects. It has taken a pioneering lead in changing teacher training to the double bachelor degree. The second step – a bottom-up process – will involve the masters courses. The development of programmes for structured doctoral courses represents the third step in the realisation of the objectives set out in the Bologna process. WWU thus provides the best possible teaching on the basis of high-quality broad and top-level research.

Teaching at the University of Münster

Promoting young researchers

The WWU Münster organises the promotion of outstanding academic junior researchers in graduate schools which provide structured doctoral courses. Moreover the university creates an environment conducive to top-level research carried out by postdocs. It also supports the setting up of groups of young researchers and the creation of junior professorships in order to strengthen the links between postgraduate education and research.

Doctoral funding

Gender mainstreaming

WWU Münster considers gender equality to be a task of strategic importance. The aim is to make it easier for women to combine an academic career and family interests. It is in combination with the high quality of life offered by the Münster region that the university hopes to reap benefits in recruiting brilliant researchers in the future. WWU’s second strategic objective in the field of gender mainstreaming is to apply suitable measures to strengthen women’s social qualifications in pursuing academic careers. In order to initiate such measures to reach these goals, WWU subjects its gender mainstreaming policies to an external “family-friendly university audit”.",2268,340,32,6,303,131,6.670588235294118,348,99.00,65.64,29.77,95.04,21.75,38.51,80.17,37.93,4.02,0.00,0.00,0.00,0.00,0.00,0.00,4.02,10.34,17.82,3.16,0.86,2.01,0.00,4.89,7.76,2.59,0.57,1.15,0.86,4.89,4.60,0.00,0.00,0.00,0.00,4.02,0.57,0.29,0.57,0.29,4.89,0.86,2.87,0.57,0.57,0.29,0.00,0.00,0.00,0.00,0.00,1.44,0.00,1.44,0.00,0.00,15.52,1.44,4.89,10.06,2.01,0.29,0.86,4.89,0.57,17.53,1.72,13.51,1.72,17.53,0.57,0.57,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,4.60,1.44,0.00,0.00,0.00,0.00,3.16,0.57,0.86,0.00,0.00
WeWork,"WeWork‚Äôs mission is to create a world where people work to make a life, not just a living.",92,18,2,0,17,9,5.111111111111111,19,96.93,29.92,19.27,97.58,19.00,5.26,84.21,47.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,10.53,5.26,10.53,0.00,5.26,21.05,0.00,0.00,5.26,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,15.79,0.00,10.53,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,15.79,0.00,10.53,0.00,10.53,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WeWork Valley Towers,"To create a world where people work to make a life, not just a living",69,15,1,0,14,8,4.6,15,99.00,25.24,43.37,99.00,15.00,0.00,100.00,53.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,13.33,0.00,13.33,0.00,6.67,20.00,0.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,20.00,0.00,13.33,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,0.00,13.33,0.00,13.33,0.00,0.00,0.00,0.00,13.33,0.00,13.33,0.00,13.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Whirlpool,Create Demand and Earn Trust Every day,38,7,0,0,2,1,5.428571428571429,7,68.29,92.33,13.15,99.00,7.00,0.00,100.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,14.29,28.57,28.57,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.14,0.00,28.57,14.29,14.29,14.29,0.00,14.29,0.00,14.29,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Whole Foods,"With great courage, integrity and love - we embrace our responsibility to co-create a world where each of us, our communities, and our planet can flourish. All the while, celebrating the sheer love and joy of food.",214,37,8,0,34,18,5.783783783783784,37,76.55,99.00,1.65,99.00,18.50,18.92,83.78,48.65,13.51,13.51,0.00,13.51,0.00,0.00,0.00,0.00,8.11,10.81,2.70,2.70,10.81,0.00,2.70,2.70,0.00,2.70,0.00,5.41,16.22,16.22,0.00,0.00,0.00,0.00,24.32,0.00,0.00,0.00,0.00,5.41,0.00,2.70,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,8.11,0.00,0.00,0.00,2.70,29.73,24.32,5.41,0.00,2.70,0.00,0.00,2.70,0.00,8.11,0.00,5.41,2.70,2.70,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.62,5.41,10.81,0.00,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00
World Fuel Services,Create value for our business partners by delivering innovative solutions and logistics through a global team of local professionals.,133,19,1,0,18,7,7.0,19,99.00,98.19,50.35,99.00,19.00,42.11,89.47,36.84,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,5.26,21.05,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,15.79,0.00,5.26,0.00,0.00,10.53,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,15.79,15.79,0.00,0.00,0.00,0.00,0.00,0.00,15.79,5.26,10.53,0.00,15.79,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Wounded Warrior Project,To honor and empower wounded warriors,37,6,0,0,5,2,6.166666666666667,6,93.26,50.00,1.00,99.00,6.00,50.00,66.67,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,0.00,0.00,16.67,0.00,16.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Xerox,"Our mission is to become change agents and innovators. We use Xerox Lean Six Sigma to constantly search for a better way to meet our customers' challenges. We strive to create business process outsourcing, IT solutions, new technologies, products and services for world-class commercial and government clients that enable better results.",337,51,8,1,43,17,6.607843137254902,51,78.71,96.11,6.20,99.00,17.00,33.33,88.24,37.25,11.76,7.84,0.00,7.84,0.00,0.00,0.00,3.92,1.96,11.76,3.92,1.96,5.88,0.00,9.80,7.84,3.92,0.00,1.96,0.00,7.84,7.84,0.00,0.00,0.00,0.00,9.80,0.00,0.00,0.00,0.00,15.69,3.92,13.73,0.00,0.00,0.00,0.00,1.96,1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.45,9.80,13.73,3.92,3.92,0.00,0.00,7.84,0.00,7.84,1.96,1.96,3.92,21.57,0.00,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.69,5.88,5.88,0.00,0.00,0.00,0.00,1.96,0.00,1.96,0.00,0.00
XI'AN JIAOTONG UNIVERSITY,"Educate technical and managerial professionals with international perspectives and competitive capabilities
  Integrate global economic and social development with expertise in business and technology
  With our unique focuses and features, conduct research in areas where humanity faces severe challenges
  Explore new models for higher education that will exert a strong influence on the development of education in China and the world.",438,60,2,0,55,22,7.3,60,95.84,74.76,54.43,57.28,60.00,41.67,81.67,36.67,3.33,1.67,0.00,1.67,0.00,0.00,0.00,1.67,5.00,15.00,1.67,1.67,10.00,0.00,1.67,6.67,3.33,1.67,0.00,0.00,5.00,3.33,1.67,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,3.33,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,1.67,0.00,0.00,0.00,20.00,3.33,5.00,13.33,0.00,0.00,0.00,0.00,1.67,20.00,1.67,16.67,1.67,18.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YALE UNIVERSITY,"To improving the world today and for future generations through outstanding research and scolarship,education, preservation and practice. Yale educates aspiring leaders worldwide who serve all sectors of society. We carry out this mission through the ftee exchange of ideas in an ethical, interdependent, and diverse community of faculty, staff, students, and alumni.",367,52,10,0,49,21,7.0576923076923075,53,97.89,87.12,16.24,61.55,17.67,45.28,77.36,37.74,5.66,1.89,0.00,1.89,0.00,0.00,0.00,3.77,5.66,16.98,0.00,0.00,9.43,0.00,1.89,1.89,0.00,1.89,0.00,1.89,1.89,1.89,0.00,0.00,0.00,0.00,9.43,0.00,0.00,0.00,0.00,5.66,1.89,0.00,1.89,0.00,1.89,0.00,0.00,0.00,0.00,0.00,1.89,0.00,1.89,0.00,0.00,15.09,3.77,5.66,7.55,0.00,0.00,0.00,5.66,1.89,15.09,1.89,7.55,5.66,15.09,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.87,5.66,13.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Yelp,TBD,3,1,0,1,0,0,3.0,1,93.26,50.00,1.00,25.77,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YESHIVA UNIVERSITY,"Our mission is to shape, enrich, and inspire the contemporary Jewish community by convening the resources pf yeshiva University",127,19,2,0,16,7,6.684210526315789,19,96.93,94.27,4.05,97.58,19.00,42.11,68.42,36.84,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,10.53,10.53,5.26,0.00,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,5.26,0.00,10.53,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YONSEI UNIVERSITY,"Yonsei University is dedicated
to educate future leaders of
our society in the spirit of Christianity,
fostering a strong and lasting
commitment to
the principles of truth and freedom.
“If you hold to my teaching,
you are really my disciples,
then you will know the truth,
and the truth will set you free”",305,53,5,0,49,27,5.754716981132075,53,79.46,93.42,16.24,99.00,26.50,24.53,88.68,54.72,13.21,13.21,3.77,1.89,7.55,0.00,0.00,0.00,9.43,13.21,7.55,1.89,9.43,0.00,9.43,5.66,0.00,0.00,0.00,0.00,11.32,11.32,0.00,0.00,0.00,0.00,13.21,0.00,0.00,0.00,0.00,13.21,1.89,0.00,1.89,1.89,7.55,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,1.89,1.89,7.55,0.00,0.00,0.00,5.66,7.55,7.55,0.00,1.89,5.66,5.66,0.00,0.00,1.89,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.21,1.89,7.55,0.00,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.00
Youth Radio,See 2015 info,13,3,0,0,1,0,4.333333333333333,3,93.26,50.00,98.01,25.77,3.00,0.00,66.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,33.33,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youtube,"We believe that everyone deserves to have a voice, and that the world is a better place when we listen, share and build community through our stories.",150,27,3,0,26,15,5.555555555555555,27,36.10,99.00,15.12,99.00,27.00,22.22,92.59,59.26,22.22,11.11,0.00,11.11,0.00,0.00,0.00,11.11,11.11,7.41,7.41,3.70,11.11,0.00,14.81,3.70,3.70,3.70,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,29.63,0.00,0.00,0.00,0.00,7.41,3.70,0.00,0.00,0.00,3.70,0.00,7.41,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,22.22,18.52,3.70,0.00,3.70,0.00,0.00,18.52,0.00,11.11,0.00,7.41,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,3.70,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zara,ZARA is committed to satisfying the desire of our customer. As a result we pledge to continuously innovate our business to improve your experience. we promise to provide new designs made from quality materials that are affordable,229,37,2,1,35,17,6.1891891891891895,37,93.26,99.00,1.00,99.00,12.33,37.84,83.78,45.95,16.22,13.51,0.00,10.81,2.70,0.00,0.00,2.70,5.41,18.92,5.41,0.00,2.70,0.00,8.11,8.11,2.70,0.00,0.00,0.00,10.81,10.81,0.00,0.00,0.00,0.00,16.22,0.00,0.00,0.00,0.00,13.51,0.00,5.41,2.70,0.00,5.41,0.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.92,10.81,2.70,2.70,2.70,0.00,2.70,8.11,0.00,2.70,0.00,0.00,2.70,5.41,0.00,0.00,8.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.41,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zenefits,Our mission is to make it as easy as humanly possible for businesses to manage and care for their employees.,108,20,1,0,19,11,5.4,20,87.27,97.69,1.00,99.00,20.00,25.00,95.00,55.00,15.00,10.00,0.00,5.00,0.00,0.00,5.00,5.00,0.00,30.00,5.00,0.00,15.00,0.00,15.00,15.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,5.00,0.00,10.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZHEJIANG UNIVERSITY,"The Foundation is dedicated to enriching, strengthening, enhancing, and supporting the advancement of Zhejiang University in fulfilling its own mission of excellence in education, research, and service. TheFoundation solicits support for the University’s activities commensurate to a premier international university. ",318,40,7,0,34,16,7.95,40,99.00,50.00,15.86,99.00,20.00,60.00,77.50,37.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,10.00,17.50,2.50,0.00,5.00,0.00,5.00,2.50,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00,5.00,5.00,0.00,0.00,5.00,0.00,15.00,2.50,10.00,2.50,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,5.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00
Zoo Labs,"Zoo Labs bridges the world of art and business by placing artists at the center of creation and strategy.  We work on breaking down silos and re-imagining entrepreneurship as a creative endeavor.   ",198,32,3,0,29,14,6.1875,33,99.00,72.77,51.41,99.00,16.50,33.33,81.82,42.42,3.03,3.03,0.00,3.03,0.00,0.00,0.00,0.00,9.09,21.21,0.00,0.00,12.12,0.00,3.03,6.06,3.03,0.00,0.00,0.00,6.06,6.06,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,9.09,3.03,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,3.03,15.15,3.03,0.00,0.00,0.00,3.03,0.00,18.18,0.00,18.18,0.00,9.09,6.06,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,6.06,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00
Zoom,Our mission is to make video communications frictionless.,57,8,1,0,7,3,7.125,8,72.69,99.00,1.00,25.77,8.00,37.50,75.00,37.50,12.50,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zuora,"Customers have changed. They‚Äôre looking for new ways to engage with businesses. Consumers today have a new set of expectations. They want outcomes, not ownership. Customization, not generalization. Constant improvement, not planned obsoleteness. The result? Businesses are changing the way they sell their products and services. Over the past 9 years, we‚Äôve seen an explosion of new types of business models all designed to keep customers consistently engaged in long-term relationships‚Äîthink Netflix, Amazon Prime, Uber, Spotify, Salesforce, Zendesk, Box. The Subscription Economy is a phrase (coined by CEO Tien Tzuo) to describe this new era of companies and business models. In the old world (let‚Äôs call it the Product Economy) it was all about things. Acquiring new customers, shipping commodities, billing for one-time transactions. But in this new era, it‚Äôs all about relationships. More and more customers are becoming subscribers because subscription experiences built around services meet consumers‚Äô needs better than the static offerings or a single product. Focusing on relationships requires a new way of thinking, both for consumers and businesses. Rather than focusing on the ‚Äúproduct‚Äù or the ‚Äútransaction,‚Äù Subscription Economy companies live and die by their ability to focus on the customer. Zuora is built specifically to help companies navigate this transition to the new economy and achieve unprecedented levels of growth. Welcome to the new world of happy business.",1507,223,39,1,180,83,6.757847533632287,233,96.16,60.17,33.57,73.82,12.94,33.05,79.40,36.91,5.58,2.58,0.00,0.43,0.00,0.00,2.15,3.00,7.30,13.73,3.86,2.15,4.29,1.29,9.01,6.87,2.15,0.00,1.29,3.00,2.58,2.58,0.00,0.00,0.00,0.00,7.30,0.00,0.00,0.00,0.00,11.16,0.86,3.43,1.72,0.86,1.72,3.86,1.29,0.86,0.00,0.00,0.43,0.00,0.43,0.00,0.00,6.87,3.00,2.58,1.72,1.29,0.00,1.72,6.44,0.43,15.45,1.29,6.44,7.73,12.45,0.86,0.00,9.01,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,16.74,7.30,6.44,0.00,0.00,0.43,0.00,0.86,0.00,0.00,1.72,0.00
